# Title : in-situ platforms catalog
# Description : catalog of available in-situ platforms
# Project :  Copernicus Marine In Situ TAC
# Format version : 1.4
# Date of update : 2021-02-12T15:30:57Z
# platform_code,date_creation,date_update,wmo_platform_code,data_source,institution,institution_edmo_code,parameters,last_latitude_observation,last_longitude_observation,last_date_observation
CG,2021-02-12T15:27:45Z,2021-02-12T15:27:45Z, ,BS_TS_MO_CG_YYYYMMDD,National Institute of Marine Geology and Geo-ecology,850,DEPH TEMP HCSP EWCT NSCT HCDT ATMS DRYT WSPD WDIR,43.8022,28.6055,2021-01-25T11:00:00Z
EUXRo02,2021-02-12T15:27:46Z,2021-02-12T15:27:46Z, ,BS_TS_MO_EUXRo02_YYYYMMDD,National Institute of Marine Geology and Geo-ecology,850,DEPH TEMP PSAL FLU2 OSAT DOXY TUR4 HCDT HCSP RELH ATMS DRYT WSPD WDIR,44.318,30.417,2021-01-25T11:00:00Z
EUXRo03,2021-02-12T15:27:46Z,2021-02-12T15:27:46Z, ,BS_TS_MO_EUXRo03_YYYYMMDD,National Institute of Marine Geology and Geo-ecology,850,DEPH TEMP PSAL FLU2 OSAT DOXY TUR4 HCDT HCSP RELH ATMS DRYT WSPD WDIR,43.98,29.936,2021-01-25T11:00:00Z
Igneada,2021-02-12T15:29:13Z,2021-02-12T15:29:13Z, ,BS_TS_TG_Igneada_YYYYMMDD,General Command of Mapping (Turkey),1014,DEPH SLEV,41.8888,28.0237,2021-02-12T13:05:30Z
Istanbul,2021-02-12T15:29:14Z,2021-02-12T15:29:14Z, ,BS_TS_TG_Istanbul_YYYYMMDD,General Command of Mapping (Turkey),1014,DEPH SLEV,41.1598,29.0741,2021-02-12T13:08:30Z
Mangalia,2021-02-12T15:29:14Z,2021-02-12T15:29:14Z, ,BS_TS_TG_Mangalia_YYYYMMDD,Joint Research Centre (Europe) National institute for Earth Physics (Romania),2688,DEPH SLEV,43.8014,28.5952,2021-02-12T13:18:00Z
SPOT0772,2021-02-12T15:29:14Z,2021-02-12T15:29:14Z, ,BS_TS_MO_SPOT0772_YYYYMMDD,Institute of Oceanology Bulgarian Academy of Sciences (IO-BAS),1843,DEPH TEMP VHM0 VTPK VMDR VPED VPSP WSPD WDIR,43.182,27.9955,2021-02-12T13:01:31Z
SPOT0773,2021-02-12T15:29:15Z,2021-02-12T15:29:15Z, ,BS_TS_MO_SPOT0773_YYYYMMDD,Institute of Oceanology Bulgarian Academy of Sciences (IO-BAS),1843,DEPH TEMP VHM0 VTPK VMDR VPED VPSP WSPD WDIR,42.9586,27.9089,2021-02-12T12:53:01Z
Samsun,2021-02-12T15:29:15Z,2021-02-12T15:29:15Z, ,BS_TS_TG_Samsun_YYYYMMDD,General Command of Mapping (Turkey),1014,DEPH SLEV,41.2949,36.3375,2021-02-12T13:00:00Z
Sile,2021-02-12T15:29:15Z,2021-02-12T15:29:15Z, ,BS_TS_TG_Sile_YYYYMMDD,General Command of Mapping (Turkey),1014,DEPH SLEV,41.1798,29.6039,2021-02-12T13:08:30Z
Trabzon,2021-02-12T15:29:16Z,2021-02-12T15:29:16Z, ,BS_TS_TG_Trabzon_YYYYMMDD,General Command of Mapping (Turkey),1014,DEPH SLEV,41.0019,39.7445,2021-02-12T13:02:30Z
Varna,2021-02-12T15:29:16Z,2021-02-12T15:29:16Z, ,BS_TS_TG_Varna_YYYYMMDD,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),1843,DEPH SLEV,43.192,27.911,2021-02-12T13:19:00Z
WD3044,2021-02-12T15:29:16Z,2021-02-12T15:29:16Z,WD3044,BS_TS_MO_WD3044_YYYYMMDD,Unknown institution, ,DEPH VHM0 VZMX VTPK VPED VPSP,43.2039,27.9595,2021-02-12T06:19:02Z
100093,2021-02-01T18:21:59Z,2021-02-01T18:21:59Z, ,BS_TS_TG_100093_YYYYMM,JRC -Institute for Protection and Security of the Citizens,2688,DEPH SLEV,45.162,29.727,2020-02-29T23:55:00Z
15AK,2021-02-01T18:24:07Z,2021-02-01T18:24:07Z, ,BS_PR_CT_15AK_YYYYMM,Institute of Oceanology-BAS Varna,1843,PRES TEMP PSAL,42.675,27.7267,2017-12-01T14:43:00Z
17387,2021-02-01T18:22:30Z,2021-02-01T18:22:30Z,17387,BS_TS_MO_17387_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,40.9317,38.3936,2020-05-31T09:00:00Z
17390,2021-02-01T18:21:11Z,2021-02-01T18:21:11Z,17390,BS_TS_MO_17390_YYYYMM,Turkish State Meteorological Service,176,DEPH VHM0 VZMX VPED VTZA VTPK,41.2922,29.1656,2019-09-27T10:00:00Z
17426,2021-02-01T18:22:31Z,2021-02-01T18:22:31Z,17426,BS_TS_MO_17426_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.6864,32.2594,2020-05-31T19:34:00Z
17445,2021-02-01T18:22:31Z,2021-02-01T18:22:31Z,17445,BS_TS_MO_17445_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.9006,32.9778,2020-05-31T23:36:00Z
17446,2021-02-01T18:22:31Z,2021-02-01T18:22:31Z,17446,BS_TS_MO_17446_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.9817,33.7769,2020-05-31T23:36:00Z
17459,2021-02-01T18:22:31Z,2021-02-01T18:22:31Z,17459,BS_TS_MO_17459_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.3103,36.3558,2020-05-31T23:38:00Z
17460,2021-02-01T18:22:32Z,2021-02-01T18:22:32Z,17460,BS_TS_MO_17460_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.1172,37.3489,2020-05-31T23:38:00Z
17464,2021-02-01T18:22:32Z,2021-02-01T18:22:32Z,17464,BS_TS_MO_17464_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.0075,39.75,2020-05-31T23:38:00Z
17466,2021-02-01T18:22:32Z,2021-02-01T18:22:32Z,17466,BS_TS_MO_17466_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.0908,40.7225,2020-05-31T23:38:00Z
17467,2021-02-01T18:22:32Z,2021-02-01T18:22:32Z,17467,BS_TS_MO_17467_YYYYMM,Turkish State Meteorological Service,176,DEPH TEMP,41.4211,41.4297,2020-05-31T23:39:00Z
6900803,2019-09-07T12:23:34Z,2019-09-07T12:23:34Z,6900803,GL_PR_PF_6900803_YYYYMM,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),1843,PRES PSAL_ADJUSTED TEMP PSAL TEMP_ADJUSTED PRES_ADJUSTED,40.96700,39.83660,2017-06-25T02:08:36Z
6900805,2019-12-20T14:06:24Z,2019-12-20T14:06:24Z,6900805,GL_PR_PF_6900805_YYYYMM,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),1843,PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,41.45600,36.86000,2016-09-23T17:45:01Z
6900807,2020-11-24T12:29:55Z,2020-11-24T12:29:55Z,6900807,GL_PR_PF_6900807_YYYYMM,National Research and Development Institute for Marine Geology and Geoecology - GeoEcoMar,850,PRES TEMP PSAL DOX2 DOX2_ADJUSTED BBP700 BBP700_ADJUSTED CDOM CPHL CPHL_ADJUSTED,42.96071,32.46556,2016-06-29T00:25:00Z
6901831,2021-01-19T12:19:26Z,2021-01-19T12:19:26Z,6901831,GL_PR_PF_6901831_YYYYMM,OGS  Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,120,PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,44.32683,32.11207,2019-09-27T00:18:00Z
6901832,2021-01-22T13:37:48Z,2021-01-22T13:37:48Z,6901832,GL_PR_PF_6901832_YYYYMM,OGS  Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,120,PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,42.70093,39.21590,2020-03-16T00:07:00Z
6901866,2020-12-18T12:56:14Z,2020-12-18T12:56:14Z,6901866,GL_PR_PF_6901866_YYYYMM,OGS  Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,120,PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED BBP700 BISULFIDE CDOM CPHL CPHL_ADJUSTED DOWN_IRRADIANCE380 DOWN_IRRADIANCE412,44.07936,33.88492,2019-02-27T09:47:00Z
6901895,2020-11-26T13:07:24Z,2020-11-26T13:07:24Z,6901895,GL_PR_PF_6901895_YYYYMM,Institute of Marine Sciences  Middle East Technical University (IMS-METU),696,PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED,42.43700,29.48800,2016-11-27T18:20:00Z
6901900,2020-07-27T16:13:45Z,2020-07-27T16:13:45Z,6901900,GL_PR_PF_6901900_YYYYMM,Institute of Marine Sciences  Middle East Technical University (IMS-METU),696,PRES PSAL_ADJUSTED TEMP_ADJUSTED PRES_ADJUSTED DOX2 PSAL TEMP,42.11187,38.56463,2016-03-29T17:42:00Z
6903228,2019-11-14T13:22:11Z,2019-11-14T13:22:11Z,6903228,GL_PR_PF_6903228_YYYYMM,OGS  Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,120,PRES TEMP PSAL,42.02814,28.61923,2017-11-29T03:10:21Z
6903865,2021-02-03T13:13:44Z,2021-02-03T13:13:44Z,6903865,GL_PR_PF_6903865_YYYYMM,Euro-Argo,4614,PRES TEMP PSAL,41.73716,29.36033,2020-10-23T09:42:20Z
7900591,2020-11-24T13:00:20Z,2020-11-24T13:00:20Z,7900591,GL_PR_PF_7900591_YYYYMM,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),1843,PRES TEMP PSAL DOX2 DOX2_ADJUSTED BBP532 BBP700 CPHL CPHL_ADJUSTED DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 LGHT,43.71055,32.18576,2019-02-25T09:43:00Z
7900594,2020-07-28T15:29:04Z,2020-07-28T15:29:04Z,7900594,GL_PR_PF_7900594_YYYYMM,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),1843,PRES DOX2 TEMP PSAL,43.81645,35.87077,2017-05-27T23:41:00Z
98002,2021-02-01T18:20:20Z,2021-02-01T18:20:20Z,98002,BS_TS_MO_98002_YYYYMM,Unknown institution, ,DEPH TEMP VGHS DRYT WSPD GSPD,45.5,29.6,2019-04-14T18:00:00Z
98004,2021-02-01T18:20:21Z,2021-02-01T18:20:21Z,98004,BS_TS_MO_98004_YYYYMM,Unknown institution, ,DEPH TEMP VGHS DRYT WSPD GSPD,46.1,30.5,2019-04-14T18:00:00Z
98027,2021-02-01T18:20:21Z,2021-02-01T18:20:21Z,98027,BS_TS_MO_98027_YYYYMM,Unknown institution, ,DEPH TEMP VGHS DRYT WSPD GSPD,46.9,31.9,2019-04-14T18:00:00Z
99001,2021-02-01T18:17:51Z,2021-02-01T18:17:51Z, ,BS_TS_MO_99001_YYYYMM,All-Russia Research Institute of Hydrometeorological Information - World Data Centre (RIHMI-WDC),681,DEPH VGHS VEMH VGTA VDIR,45.1,36.4,2018-06-30T18:00:00Z
99007,2021-02-01T18:17:51Z,2021-02-01T18:17:51Z, ,BS_TS_MO_99007_YYYYMM,All-Russia Research Institute of Hydrometeorological Information - World Data Centre (RIHMI-WDC),681,DEPH VGHS VEMH VGTA VDIR,45.4,36.6,2018-06-30T18:00:00Z
99009,2021-02-01T18:17:52Z,2021-02-01T18:17:52Z, ,BS_TS_MO_99009_YYYYMM,All-Russia Research Institute of Hydrometeorological Information - World Data Centre (RIHMI-WDC),681,DEPH VGHS VEMH VGTA VDIR,45.5,35.8,2018-06-30T18:00:00Z
